t_fore,alpha_deg_fore,t_hind,alpha_deg_hind
4.296971637349807,88.01316860053817,4.422543221966929,80.7199542474417
4.3074359360679,74.89367639891248,4.459102037741535,72.43150382057502
4.335119966853743,60.37204170793893,4.50599269275679,74.90404344134765
4.373268296357678,60.67527769916581,4.541624292189286,86.67063660519204
4.4066480846736225,71.887234092732,4.560910392105164,94.59105702561236
4.435259331801575,83.42575232300419,4.604542543975291,100.63711617376566
4.4638705789295265,95.43078746285585,4.645790425251422,93.17284562048997
4.497250367245471,107.72350803028188,4.666533579419188,80.47114522899903
4.535398696749407,110.91914886090296,4.669513917661683,64.92058157634142
4.566394214471355,100.3385453516347,4.674878526498174,52.54233290882564
4.58785264981732,87.87321352766423,4.679647067686165,36.89224564879101
4.610503220460282,75.65895262230401,4.684415608874158,22.03834724777232
4.642415765333766,66.3416638547535,4.6903762853591475,6.189212772983524
4.680839202983163,69.049256226122,4.697529097141135,-8.6854197129054
4.7142189912991075,80.7199542474417,4.704681908923123,-22.763863339778258
4.747996158047384,87.5207340848707,4.715411126596106,-35.66046412904893
4.7630965384760255,67.55973437910666,4.757135861991036,-36.59349794820855
4.76826245809635,51.79590585349831,4.800052732682964,-30.584760152821673
4.773030999284342,36.867364746946805,4.845353873968888,-33.45850431583267
4.777402162040002,23.680486769492973,4.890655015254812,-30.734045563887097
4.782851923397707,10.88459439244889,4.933571885946741,-25.285128059995714
4.789323515009982,-2.1458893448409526,4.976488756638669,-19.425675675674256
4.799575878564165,-18.119428328850972,,
4.8286639798109166,-25.09385612706797,,
4.866812309314852,-25.537047191168767,,
4.904960638818788,-22.994530033959336,,
4.943108968322725,-22.108147905757733,,
4.9812572978266605,-22.59799066081655,,
5.001523597875627,-22.971204188480215,,
